scorer,Anna Hanlon,Anna Hanlon,Anna Hanlon,Anna Hanlon,Anna Hanlon,Anna Hanlon
labeled-data\Sample_Videoshort10\img375.png,187.80715942382812,942.8319702148438,211.31626172233103,1006.8026514555302,210.07793325708644,1084.6294187035546
labeled-data\Sample_Videoshort10\img381.png,194.81042623381512,895.1329557448008,205.3240203857422,925.3213500976562,200.23770141601562,1023.4341430664062
labeled-data\Sample_Videoshort10\img381.png,194.81042623381512,895.1329557448008,205.3240203857422,925.3213500976562,200.23770141601562,1023.4341430664062
labeled-data\Sample_Videoshort10\img388.png,206.80691528320312,879.3435668945312,215.31346130371094,905.2026977539062,202.1002197265625,1006.4954833984375
labeled-data\Sample_Videoshort10\img388.png,206.80691528320312,879.3435668945312,215.31346130371094,905.2026977539062,202.1002197265625,1006.4954833984375
labeled-data\Sample_Videoshort10\img422.png,212.66641464996013,893.6482283302842,219.66090504334136,949.6041514773337,220.66011795668152,1017.5506295844655
labeled-data\Sample_Videoshort10\img422.png,212.66641464996013,893.6482283302842,219.66090504334136,949.6041514773337,220.66011795668152,1017.5506295844655
labeled-data\Sample_Videoshort10\img427.png,217.6774444580078,843.06884765625,212.10789489746094,946.6985473632812,211.4429584805648,1002.1679671035732
labeled-data\Sample_Videoshort10\img427.png,217.6774444580078,843.06884765625,212.10789489746094,946.6985473632812,211.4429584805648,1002.1679671035732
labeled-data\Sample_Videoshort10\img435.png,217.20413208007812,827.6295166015625,224.44296264648438,859.2290649414062,212.53419970280368,971.2530571221888
labeled-data\Sample_Videoshort10\img435.png,217.20413208007812,827.6295166015625,224.44296264648438,859.2290649414062,212.53419970280368,971.2530571221888
labeled-data\Sample_Videoshort10\img446.png,193.25765991210938,819.4801635742188,209.3397674560547,856.80078125,214.65759611057427,962.2542421355769
labeled-data\Sample_Videoshort10\img446.png,193.25765991210938,819.4801635742188,209.3397674560547,856.80078125,214.65759611057427,962.2542421355769
labeled-data\Sample_Videoshort10\img466.png,245.47664431126702,809.3006153124459,224.83604431152344,850.48486328125,212.7554680434593,898.6782270762352
labeled-data\Sample_Videoshort10\img466.png,245.47664431126702,809.3006153124459,224.83604431152344,850.48486328125,212.7554680434593,898.6782270762352
labeled-data\Sample_Videoshort1\img010.png,312.8472656784353,1099.1999122430575,354.5265197753906,1040.091796875,424.5575866699219,991.2312622070312
labeled-data\Sample_Videoshort1\img010.png,312.8472656784353,1099.1999122430575,354.5265197753906,1040.091796875,424.5575866699219,991.2312622070312
labeled-data\Sample_Videoshort1\img032.png,404.4214782714844,1130.372314453125,374.9778137207031,1023.2154541015625,385.840929150432,984.2886235969129
labeled-data\Sample_Videoshort1\img032.png,404.4214782714844,1130.372314453125,374.9778137207031,1023.2154541015625,385.840929150432,984.2886235969129
labeled-data\Sample_Videoshort1\img042.png,388.80828857421875,1145.390869140625,370.75860595703125,1040.736328125,373.35995343884457,995.0711454065204
labeled-data\Sample_Videoshort1\img042.png,388.80828857421875,1145.390869140625,370.75860595703125,1040.736328125,373.35995343884457,995.0711454065204
labeled-data\Sample_Videoshort1\img049.png,353.560856908143,1167.9756399225687,371.5396728515625,1054.18896484375,374.7167363727709,1003.2671240706568
labeled-data\Sample_Videoshort1\img049.png,353.560856908143,1167.9756399225687,371.5396728515625,1054.18896484375,374.7167363727709,1003.2671240706568
labeled-data\Sample_Videoshort1\img052.png,353.72494169465904,1161.501861896947,364.0393975742995,1082.4243668197032,374.35385345394,998.1896438026392
labeled-data\Sample_Videoshort1\img052.png,353.72494169465904,1161.501861896947,364.0393975742995,1082.4243668197032,374.35385345394,998.1896438026392
labeled-data\Sample_Videoshort1\img059.png,347.8948348896787,1161.8927145707148,367.397216796875,1071.9454345703125,376.27392160808625,992.0961150100682
labeled-data\Sample_Videoshort1\img059.png,347.8948348896787,1161.8927145707148,367.397216796875,1071.9454345703125,376.27392160808625,992.0961150100682
labeled-data\Sample_Videoshort1\img060.png,345.37835934221687,1164.236561087786,368.21954345703125,1071.7176513671875,376.17093241618386,1002.2310733482856
labeled-data\Sample_Videoshort1\img060.png,345.37835934221687,1164.236561087786,368.21954345703125,1071.7176513671875,376.17093241618386,1002.2310733482856
labeled-data\Sample_Videoshort1\img062.png,335.24615478515625,1154.2833251953125,367.8033447265625,1070.2464599609375,377.2032807670707,995.2727650393517
labeled-data\Sample_Videoshort1\img062.png,335.24615478515625,1154.2833251953125,367.8033447265625,1070.2464599609375,377.2032807670707,995.2727650393517
labeled-data\Sample_Videoshort1\img067.png,336.26470947265625,1155.858154296875,367.4071350097656,1083.0093994140625,377.9906276042418,989.0597871921796
labeled-data\Sample_Videoshort1\img067.png,336.26470947265625,1155.858154296875,367.4071350097656,1083.0093994140625,377.9906276042418,989.0597871921796
labeled-data\Sample_Videoshort1\img075.png,393.4198913574219,1122.22509765625,370.791015625,1067.6961669921875,379.2840298806973,991.4578058849002
labeled-data\Sample_Videoshort1\img075.png,393.4198913574219,1122.22509765625,370.791015625,1067.6961669921875,379.2840298806973,991.4578058849002
labeled-data\Sample_Videoshort1\img082.png,426.2667236328125,1117.9719891701636,382.2264099121094,1065.417236328125,370.71317159030855,995.07091266994
labeled-data\Sample_Videoshort1\img082.png,426.2667236328125,1117.9719891701636,382.2264099121094,1065.417236328125,370.71317159030855,995.07091266994
labeled-data\Sample_Videoshort1\img085.png,432.16867314509875,1116.4425469412174,382.8140563964844,1064.8958740234375,365.8670877739413,999.2708651834673
labeled-data\Sample_Videoshort1\img085.png,432.16867314509875,1116.4425469412174,382.8140563964844,1064.8958740234375,365.8670877739413,999.2708651834673
labeled-data\Sample_Videoshort1\img105.png,518.7932284656004,1045.3033447265625,426.79840087890625,1045.2066650390625,362.3562700287921,1046.8211579421625
labeled-data\Sample_Videoshort1\img105.png,518.7932284656004,1045.3033447265625,426.79840087890625,1045.2066650390625,362.3562700287921,1046.8211579421625
labeled-data\Sample_Videoshort1\img110.png,540.6708208361632,1048.079548532222,444.1575012207031,1049.5806884765625,384.1831871290316,1062.6923259566352
labeled-data\Sample_Videoshort1\img110.png,540.6708208361632,1048.079548532222,444.1575012207031,1049.5806884765625,384.1831871290316,1062.6923259566352
labeled-data\Sample_Videoshort1\img116.png,570.0282191302845,1051.1245032860636,472.1206359863281,1049.190673828125,411.65955231475056,1059.7256013974252
labeled-data\Sample_Videoshort1\img116.png,570.0282191302845,1051.1245032860636,472.1206359863281,1049.190673828125,411.65955231475056,1059.7256013974252
labeled-data\Sample_Videoshort1\img118.png,587.8062744140625,1051.5576171875,475.4756164550781,1048.2933349609375,418.2042541503906,1056.287109375
labeled-data\Sample_Videoshort1\img118.png,587.8062744140625,1051.5576171875,475.4756164550781,1048.2933349609375,418.2042541503906,1056.287109375
labeled-data\Sample_Videoshort1\img188.png,623.3896352364699,1148.7430948583292,578.715148207777,1088.1134338908173,503.1939915640344,1059.3941208009433
labeled-data\Sample_Videoshort1\img188.png,623.3896352364699,1148.7430948583292,578.715148207777,1088.1134338908173,503.1939915640344,1059.3941208009433
labeled-data\Sample_Videoshort1\img195.png,627.1349337076349,1088.479591313772,560.2514038085938,1076.22021484375,485.80566743947946,1062.5803163557807
labeled-data\Sample_Videoshort1\img195.png,627.1349337076349,1088.479591313772,560.2514038085938,1076.22021484375,485.80566743947946,1062.5803163557807
labeled-data\Sample_Videoshort1\img218.png,620.0643917131525,1048.6462785664344,553.0159301757812,1073.787841796875,490.829833984375,1072.0335693359375
labeled-data\Sample_Videoshort1\img218.png,620.0643917131525,1048.6462785664344,553.0159301757812,1073.787841796875,490.829833984375,1072.0335693359375
labeled-data\Sample_Videoshort1\img219.png,614.3692016601562,1046.8040771484375,552.4501953125,1073.5673828125,489.7812194824219,1072.3121337890625
labeled-data\Sample_Videoshort1\img219.png,614.3692016601562,1046.8040771484375,552.4501953125,1073.5673828125,489.7812194824219,1072.3121337890625
labeled-data\Sample_Videoshort1\img242.png,603.2424499133933,970.3501619530502,552.4188842773438,1043.8056640625,505.4057290477307,1095.6029230235865
labeled-data\Sample_Videoshort1\img242.png,603.2424499133933,970.3501619530502,552.4188842773438,1043.8056640625,505.4057290477307,1095.6029230235865
labeled-data\Sample_Videoshort1\img282.png,429.4136047363281,998.9596557617188,473.49774169921875,1001.67431640625,548.4937744140625,1086.3812255859375
labeled-data\Sample_Videoshort1\img282.png,429.4136047363281,998.9596557617188,473.49774169921875,1001.67431640625,548.4937744140625,1086.3812255859375
labeled-data\Sample_Videoshort1\img306.png,403.6847869169146,947.6911422384065,451.9693335034817,1000.5742170713132,530.1443136912569,1043.1106033499557
labeled-data\Sample_Videoshort1\img306.png,403.6847869169146,947.6911422384065,451.9693335034817,1000.5742170713132,530.1443136912569,1043.1106033499557
labeled-data\Sample_Videoshort1\img343.png,407.5290222167969,1052.7005615234375,458.8953857421875,1017.437744140625,533.6428833007812,1028.9818115234375
labeled-data\Sample_Videoshort1\img343.png,407.5290222167969,1052.7005615234375,458.8953857421875,1017.437744140625,533.6428833007812,1028.9818115234375
labeled-data\Sample_Videoshort1\img347.png,401.44017212840464,1071.3671074181693,454.4649658203125,1027.85205078125,530.5418090820312,1019.19189453125
labeled-data\Sample_Videoshort1\img347.png,401.44017212840464,1071.3671074181693,454.4649658203125,1027.85205078125,530.5418090820312,1019.19189453125
labeled-data\Sample_Videoshort1\img378.png,535.0554725262923,1134.6322819728534,489.36773681640625,1053.5252685546875,501.92216431051963,998.6500074603832
labeled-data\Sample_Videoshort1\img378.png,535.0554725262923,1134.6322819728534,489.36773681640625,1053.5252685546875,501.92216431051963,998.6500074603832
labeled-data\Sample_Videoshort1\img383.png,551.8888560791945,1169.1425505303037,491.5662841796875,1069.9617919921875,485.44828007915436,1017.0550628105555
labeled-data\Sample_Videoshort1\img383.png,551.8888560791945,1169.1425505303037,491.5662841796875,1069.9617919921875,485.44828007915436,1017.0550628105555
labeled-data\Sample_Videoshort1\img406.png,554.8662127142961,1190.041612745013,512.0731201171875,1105.675048828125,487.4688621561274,1057.2882326846384
labeled-data\Sample_Videoshort1\img406.png,554.8662127142961,1190.041612745013,512.0731201171875,1105.675048828125,487.4688621561274,1057.2882326846384
labeled-data\Sample_Videoshort1\img448.png,482.30974458607363,1231.891367667293,521.2999877929688,1132.673828125,522.5260588592824,1081.3501996984453
labeled-data\Sample_Videoshort1\img448.png,482.30974458607363,1231.891367667293,521.2999877929688,1132.673828125,522.5260588592824,1081.3501996984453
labeled-data\Sample_Videoshort1\img459.png,525.445689559929,1212.7777081308582,517.1941248562166,1152.2662336369674,519.9446464241207,1080.75267287146
labeled-data\Sample_Videoshort1\img459.png,525.445689559929,1212.7777081308582,517.1941248562166,1152.2662336369674,519.9446464241207,1080.75267287146
labeled-data\Sample_Videoshort1\img469.png,572.8855010923363,1168.502087377158,530.4298706054688,1123.61376953125,509.2575105858628,1066.7053662894339
labeled-data\Sample_Videoshort1\img469.png,572.8855010923363,1168.502087377158,530.4298706054688,1123.61376953125,509.2575105858628,1066.7053662894339
labeled-data\Sample_Videoshort1\img502.png,653.2742919921875,1030.230712890625,578.9071044921875,1101.623779296875,523.5034790039062,1127.048095703125
labeled-data\Sample_Videoshort1\img502.png,653.2742919921875,1030.230712890625,578.9071044921875,1101.623779296875,523.5034790039062,1127.048095703125
labeled-data\Sample_Videoshort1\img530.png,552.3660888671875,1033.15234375,546.1468505859375,1098.76025390625,505.5948181152344,1151.33837890625
labeled-data\Sample_Videoshort1\img530.png,552.3660888671875,1033.15234375,546.1468505859375,1098.76025390625,505.5948181152344,1151.33837890625
labeled-data\Sample_Videoshort1\img546.png,477.7156066894531,1058.6744384765625,518.5733642578125,1087.3460693359375,552.663330078125,1157.2183837890625
labeled-data\Sample_Videoshort1\img546.png,477.7156066894531,1058.6744384765625,518.5733642578125,1087.3460693359375,552.663330078125,1157.2183837890625
labeled-data\Sample_Videoshort1\img572.png,463.89935302734375,1142.219071131582,505.0706481933594,1110.08349609375,572.3583374023438,1124.6910400390625
labeled-data\Sample_Videoshort1\img572.png,463.89935302734375,1142.219071131582,505.0706481933594,1110.08349609375,572.3583374023438,1124.6910400390625
labeled-data\Sample_Videoshort1\img644.png,430.6120499824796,1215.0657122669095,475.5537109375,1168.533935546875,541.0057598926987,1112.9797872741456
labeled-data\Sample_Videoshort1\img644.png,430.6120499824796,1215.0657122669095,475.5537109375,1168.533935546875,541.0057598926987,1112.9797872741456
labeled-data\Sample_Videoshort1\img671.png,502.40817280605245,1195.8476331371367,512.954345703125,1135.9205322265625,558.6364508061861,1099.8677006720256
labeled-data\Sample_Videoshort1\img671.png,502.40817280605245,1195.8476331371367,512.954345703125,1135.9205322265625,558.6364508061861,1099.8677006720256
labeled-data\Sample_Videoshort2\img001.png,330.19273588382896,1354.98061403179,452.9032287597656,1336.0010986328125,503.989500329547,1333.472689894387
labeled-data\Sample_Videoshort2\img001.png,330.19273588382896,1354.98061403179,452.9032287597656,1336.0010986328125,503.989500329547,1333.472689894387
labeled-data\Sample_Videoshort2\img004.png,312.6938399336742,1351.9656971247932,421.2455749511719,1335.9393310546875,468.09014892578125,1334.2723388671875
labeled-data\Sample_Videoshort2\img004.png,312.6938399336742,1351.9656971247932,421.2455749511719,1335.9393310546875,468.09014892578125,1334.2723388671875
labeled-data\Sample_Videoshort2\img027.png,241.09699407999224,1307.6161507970648,281.9674377441406,1321.0247802734375,395.21514892578125,1336.2427978515625
labeled-data\Sample_Videoshort2\img027.png,241.09699407999224,1307.6161507970648,281.9674377441406,1321.0247802734375,395.21514892578125,1336.2427978515625
labeled-data\Sample_Videoshort2\img028.png,245.6307373046875,1299.9345703125,283.9991760253906,1319.66943359375,398.05126953125,1339.4051513671875
labeled-data\Sample_Videoshort2\img028.png,245.6307373046875,1299.9345703125,283.9991760253906,1319.66943359375,398.05126953125,1339.4051513671875
labeled-data\Sample_Videoshort2\img043.png,250.80967712402344,1352.5640869140625,328.08945002794655,1337.6952931220926,402.74273681640625,1338.9517822265625
labeled-data\Sample_Videoshort2\img043.png,250.80967712402344,1352.5640869140625,328.08945002794655,1337.6952931220926,402.74273681640625,1338.9517822265625
labeled-data\Sample_Videoshort2\img048.png,217.22261663114207,1359.071940534204,313.3163146972656,1332.2945556640625,372.10678112314224,1333.8391378814779
labeled-data\Sample_Videoshort2\img048.png,217.22261663114207,1359.071940534204,313.3163146972656,1332.2945556640625,372.10678112314224,1333.8391378814779
labeled-data\Sample_Videoshort2\img055.png,204.53689896871106,1369.7299897528803,268.4865254224821,1339.7536023526752,356.41726179641734,1333.7583248726341
labeled-data\Sample_Videoshort2\img055.png,204.53689896871106,1369.7299897528803,268.4865254224821,1339.7536023526752,356.41726179641734,1333.7583248726341
labeled-data\Sample_Videoshort2\img056.png,187.7139917038832,1373.558833076892,309.5135803222656,1333.857421875,350.8105163574219,1332.103759765625
labeled-data\Sample_Videoshort2\img056.png,187.7139917038832,1373.558833076892,309.5135803222656,1333.857421875,350.8105163574219,1332.103759765625
labeled-data\Sample_Videoshort2\img061.png,175.96664611767835,1376.1778194364865,302.9996032714844,1338.673828125,331.1285705566406,1341.798828125
labeled-data\Sample_Videoshort2\img061.png,175.96664611767835,1376.1778194364865,302.9996032714844,1338.673828125,331.1285705566406,1341.798828125
labeled-data\Sample_Videoshort2\img071.png,146.3907809247545,1363.9455044270558,263.06524658203125,1347.3299560546875,309.88922119140625,1348.1691977253492
labeled-data\Sample_Videoshort2\img071.png,146.3907809247545,1363.9455044270558,263.06524658203125,1347.3299560546875,309.88922119140625,1348.1691977253492
labeled-data\Sample_Videoshort2\img076.png,116.25201414051466,1369.427432380411,196.61881620271353,1347.5092136361748,278.4468328478614,1346.0479990532258
labeled-data\Sample_Videoshort2\img076.png,116.25201414051466,1369.427432380411,196.61881620271353,1347.5092136361748,278.4468328478614,1346.0479990532258
labeled-data\Sample_Videoshort2\img077.png,109.31005859375,1367.9412841796875,196.4247470446426,1351.4580118374568,271.9934997558594,1345.8822021484375
labeled-data\Sample_Videoshort2\img077.png,109.31005859375,1367.9412841796875,196.4247470446426,1351.4580118374568,271.9934997558594,1345.8822021484375
labeled-data\Sample_Videoshort2\img088.png,93.98607715075548,1329.766241463101,178.2358813072434,1342.7711517775256,256.5342712402344,1347.116455078125
labeled-data\Sample_Videoshort2\img088.png,93.98607715075548,1329.766241463101,178.2358813072434,1342.7711517775256,256.5342712402344,1347.116455078125
labeled-data\Sample_Videoshort2\img099.png,81.27123127405781,1370.7593476696252,124.41674041748047,1345.1314697265625,241.74622405854876,1344.304369786344
labeled-data\Sample_Videoshort2\img099.png,81.27123127405781,1370.7593476696252,124.41674041748047,1345.1314697265625,241.74622405854876,1344.304369786344
labeled-data\Sample_Videoshort2\img102.png,81.90649367010403,1372.636441635814,125.04595184326172,1344.065185546875,237.55966186523438,1338.7720947265625
labeled-data\Sample_Videoshort2\img102.png,81.90649367010403,1372.636441635814,125.04595184326172,1344.065185546875,237.55966186523438,1338.7720947265625
labeled-data\Sample_Videoshort2\img122.png,94.47539520263672,1313.298828125,140.3955078125,1332.83447265625,232.5615692138672,1346.8033447265625
labeled-data\Sample_Videoshort2\img122.png,94.47539520263672,1313.298828125,140.3955078125,1332.83447265625,232.5615692138672,1346.8033447265625
labeled-data\Sample_Videoshort2\img124.png,94.68186950683594,1315.22802734375,140.00657653808594,1332.059814453125,233.00149536132812,1344.6436767578125
labeled-data\Sample_Videoshort2\img124.png,94.68186950683594,1315.22802734375,140.00657653808594,1332.059814453125,233.00149536132812,1344.6436767578125
labeled-data\Sample_Videoshort2\img155.png,169.66236877441406,1260.1798095703125,177.30929565429688,1317.1318359375,238.8876495361328,1362.6048583984375
labeled-data\Sample_Videoshort2\img155.png,169.66236877441406,1260.1798095703125,177.30929565429688,1317.1318359375,238.8876495361328,1362.6048583984375
labeled-data\Sample_Videoshort2\img162.png,166.0462317642154,1230.7492507518982,182.60308229601333,1309.9341880778884,232.2736338914071,1366.0835072726813
labeled-data\Sample_Videoshort2\img162.png,166.0462317642154,1230.7492507518982,182.60308229601333,1309.9341880778884,232.2736338914071,1366.0835072726813
labeled-data\Sample_Videoshort2\img190.png,122.97230778531662,1359.7263733097363,167.96023559570312,1337.6614990234375,244.6328887939453,1358.8780517578125
labeled-data\Sample_Videoshort2\img190.png,122.97230778531662,1359.7263733097363,167.96023559570312,1337.6614990234375,244.6328887939453,1358.8780517578125
labeled-data\Sample_Videoshort2\img223.png,,,141.28148374465187,1344.455812369055,207.47665319721963,1332.6586534567161
labeled-data\Sample_Videoshort2\img223.png,,,141.28148374465187,1344.455812369055,207.47665319721963,1332.6586534567161
labeled-data\Sample_Videoshort2\img241.png,77.83355439378886,1382.034338033964,132.4587860107422,1349.57861328125,205.5047149658203,1338.2099609375
labeled-data\Sample_Videoshort2\img241.png,77.83355439378886,1382.034338033964,132.4587860107422,1349.57861328125,205.5047149658203,1338.2099609375
labeled-data\Sample_Videoshort2\img256.png,101.68054372135106,1337.5717790578672,156.49020385742188,1339.6688232421875,205.23765563964844,1343.9637451171875
labeled-data\Sample_Videoshort2\img256.png,101.68054372135106,1337.5717790578672,156.49020385742188,1339.6688232421875,205.23765563964844,1343.9637451171875
labeled-data\Sample_Videoshort2\img298.png,89.56109619140625,1342.41943359375,138.7631378173828,1342.3221435546875,209.8346405029297,1338.933837890625
labeled-data\Sample_Videoshort2\img298.png,89.56109619140625,1342.41943359375,138.7631378173828,1342.3221435546875,209.8346405029297,1338.933837890625
labeled-data\Sample_Videoshort2\img323.png,102.46295123587862,1375.2754167008607,196.1895751953125,1337.5142822265625,208.94273376464844,1340.189208984375
labeled-data\Sample_Videoshort2\img323.png,102.46295123587862,1375.2754167008607,196.1895751953125,1337.5142822265625,208.94273376464844,1340.189208984375
labeled-data\Sample_Videoshort2\img336.png,,,161.3690692220744,1339.1369912871205,204.646807017066,1337.428659532055
